	Description	Biological_process	Subcellular_location	TCGA-MR-A8JO	TCGA-NI-A8LF	TCGA-RC-A6M6	TCGA-RC-A7S9	TCGA-RC-A7SH	TCGA-RC-A7SK	TCGA-UB-A7MB	TCGA-UB-A7MC	TCGA-UB-A7MD	TCGA-WQ-A9G7	TCGA-WX-AA44	TCGA-XR-A8TD	TCGA-YA-A8S7	TCGA-DD-AA3A	TCGA-DD-AACD	TCGA-DD-AACG	TCGA-DD-AACZ	TCGA-DD-AAD1	TCGA-DD-AADB	TCGA-DD-AADD	TCGA-DD-AADF	TCGA-DD-AADL	TCGA-DD-AADN	TCGA-DD-AAE0	TCGA-DD-AAEE	TCGA-2Y-A9GV	TCGA-2Y-A9H0	TCGA-2Y-A9H3	TCGA-3K-AAZ8	TCGA-5C-AAPD	TCGA-BC-A10S	TCGA-BC-A10T	TCGA-BC-A110	TCGA-BC-A69I	TCGA-CC-5260	TCGA-CC-5262	TCGA-CC-5263	TCGA-CC-A123	TCGA-CC-A3MB	TCGA-CC-A7IF	TCGA-CC-A7IH	TCGA-CC-A7IL	TCGA-CC-A8HS	TCGA-DD-A1ED	TCGA-DD-A3A2	TCGA-DD-A4NL	TCGA-DD-A4NO	TCGA-DD-A4NV	TCGA-DD-A73C	TCGA-DD-A73D
ALDH3B2	Aldehyde dehydrogenase family 3 member B2	alcohol metabolic process; ethanol catabolic process; lipid metabolic process; sphingolipid biosynthetic process	lipid droplet	0.026760989	0.105898851	0.033356166	0.27870618399999997	5.370459839	0.0	0.0	0.0	0.024816826	60.61397304	0.039353609	0.0	0.025466414	0.035266513	0.022483392999999997	0.008418615	0.0	0.0	0.012579917	0.0	0.0	0.005486223	0.0	3.730127371	0.0	0.0	0.030162692	0.0	0.0	0.0	0.059275706	0.064977589	0.0	0.0	0.784460962	0.0	0.040146069	0.0	0.0	0.139765344	0.0	0.0	0.099228169	0.0	0.0	0.020624079	0.011476700000000001	0.06326372200000001	0.016522706	0.006185033
LDHA	L-lactate dehydrogenase A chain (LDH-A)	glycolytic process; lactate metabolic process; NAD metabolic process; positive regulation of apoptotic process; post-embryonic animal organ development; pyruvate metabolic process; response to cAMP; response to estrogen; response to glucose; response to hydrogen peroxide; response to hypoxia; response to nutrient; substantia nigra development	cytosol; extracellular exosome; membrane; nucleus	109.65064109999999	41.39404045	166.85650139999998	101.6715946	49.90968084	103.6862422	25.07588877	34.24447907	71.81787123	66.95428783	31.44796991	91.99387409999999	101.2651417	118.1426841	87.0423793	80.25104047	139.0450518	83.26305413	96.94633539	35.62394713	66.88704999	75.54731596	51.57720065	58.49776102	44.770232299999996	99.46600156	99.74152973	27.23925653	66.24931846	26.55987166	77.06816128	44.22489113	138.99035049999998	116.1168567	73.37954245	105.3057413	264.2571439	45.15676671	123.32590890000002	57.00906837	62.09633132	73.41686899	44.17195986	106.62277730000001	43.76119669	75.20648469	112.6099726	93.66158452	55.17527081	51.90309652
ALDH1L2	Mitochondrial 10-formyltetrahydrofolate dehydrogenase (Mitochondrial 10-FTHFDH) (mtFDH)	10-formyltetrahydrofolate catabolic process; biosynthetic process; folic acid metabolic process; one-carbon metabolic process	extracellular exosome; mitochondrial matrix; mitochondrion; nucleus	0.730166515	0.114771474	0.059194419000000005	0.011776113000000001	0.050098533	0.038345556	0.077856071	0.085410779	0.087294287	1.0606142379999999	0.130945469	0.28694863600000003	0.138000455	0.060349390999999995	0.011399832	0.0064027780000000005	0.055928825	0.611548379	0.071757432	0.028545577000000003	0.013974437	0.056329395	0.00875903	0.124635829	0.067380719	0.133712033	0.041292432000000004	0.08138187599999999	0.030437693	0.231903616	0.090164292	0.21085318	0.197380191	0.05746373900000001	0.575564647	0.240326168	0.133582305	0.01055857	0.06424498099999999	0.053149275999999995	0.036971831000000004	0.012198131999999999	0.103139596	0.04342627599999999	0.037479595	0.10979952300000001	0.12874693	0.17642252	0.14241859099999998	0.023520137000000003
ALDH1B1	Aldehyde dehydrogenase X, mitochondrial	carbohydrate metabolic process; ethanol catabolic process; ethanol oxidation	intracellular membrane-bounded organelle; mitochondrial matrix; mitochondrion; nucleoplasm	31.899703000000002	24.43667796	14.39466542	16.55497631	12.31417567	19.09468977	60.86865709	18.80696111	30.28920522	14.36439307	36.97605968	19.61836634	9.847906505	9.284001604	40.06762783	26.38148351	21.75239954	54.68416173	49.09141314	63.29925308	15.41647088	90.09998701	19.78266017	32.93501693	81.01436314	25.75288047	18.14040985	3.60211432	70.59682719	23.28256935	24.70970587	15.26584806	30.7868577	27.19121836	75.20393748	43.2596214	9.292494131	29.72818871	18.36033981	23.8229958	27.29276744	31.58244537	24.45040113	34.21035371	78.56004033	35.90547225	22.04498626	167.96185590000002	12.66249496	73.18859575
ALDH9A1	4-trimethylaminobutyraldehyde dehydrogenase (TMABA-DH) (TMABALDH) [Cleaved into: 4-trimethylaminobutyraldehyde dehydrogenase, N-terminally processed]	carnitine biosynthetic process; cellular aldehyde metabolic process; hormone metabolic process; neurotransmitter biosynthetic process; oxidation-reduction process; protein homotetramerization	cytoplasm; cytosol; extracellular exosome	19.98112702	41.01051453	11.28654495	26.80636527	21.53828386	53.04119086	76.54625405	52.10446232	29.82681648	22.07223046	43.84422443	38.83803772	36.8523287	27.53887704	16.9155133	17.07489989	20.63634254	36.52206929	17.49388055	42.07074167	41.75193549	56.34485517	7.681062772000001	20.77268666	32.970316600000004	53.06343994	50.04473013	11.30140371	42.452965	39.19587406	34.24437518	80.99277732	36.17834836	49.11099327	25.18056078	35.41460522	27.77654696	8.824688814	34.50319621	26.2613984	60.93997615	56.56773756	34.82385779	47.11907984	57.76090501	40.19672283	39.67484302	32.2175718	56.96803102	56.3784711
ALDH1L1	Cytosolic 10-formyltetrahydrofolate dehydrogenase (10-FTHFDH) (FDH)	10-formyltetrahydrofolate catabolic process; biosynthetic process; folic acid metabolic process; one-carbon metabolic process	cytosol; extracellular exosome	4.0170147919999994	95.87920712	9.509033319	6.499873365	0.303500777	87.73815664	73.09799142	301.141462	189.88914640000002	4.406284143	30.79665322	25.24836899	9.335174175	2.68119826	29.37216744	12.99146894	15.59473505	5.919483562000001	4.426643164	38.72431997	16.82984901	15.29128264	17.52785121	0.743790472	51.23826118	16.158147500000002	3.195140251	18.87355398	39.15132955	0.531956203	25.20142408	47.21789156	21.80432732	59.22343751	0.069674822	56.5413914	0.9057074829999999	6.2902086420000005	1.9121038209999999	15.37342566	73.41028016	106.7350023	0.554045651	38.20568645	22.99030894	40.09361877	67.6340732	45.61101425	6.052473343	179.3972397
ALDH4A1	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial (P5C dehydrogenase)	4-hydroxyproline catabolic process; glyoxylate metabolic process; proline catabolic process; proline catabolic process to glutamate; proline metabolic process	mitochondrial matrix	39.3785519	71.20967145	56.381438100000004	42.12838882	35.56948577	84.74387054	61.68467806	14.37422113	76.46308615	89.24432969	121.6405905	39.73511018	37.574093	30.92631337	113.00122320000001	31.37582758	43.71110177	41.47896517	48.20863591	126.23717690000001	30.50482842	140.8913489	90.51045016	48.98386945	77.06524485	99.38516868	46.51075718	44.79957404	76.44768819	46.04035111	97.09566913	19.22915078	75.98621507	157.43211580000002	3.107772823	132.3505937	30.68586253	25.04855819	33.21003187	40.65802748	85.42448703	72.66638493	34.15099664	201.7379664	22.57253876	154.86355769999997	47.98647971	78.32561317	12.291739199999999	52.75236043
ALDH16A1	Aldehyde dehydrogenase family 16 member A1		membrane	6.278925945	3.371964933	2.622340922	10.55447298	14.13590058	11.06349228	3.4195121389999996	4.09694446	6.635447615	13.35282935	7.197629374	12.42921369	11.43135816	13.158233800000001	6.119892667	8.757417182000001	8.790482033	12.16609497	13.40172997	4.785614055	3.021301493	5.898138905	5.151560268	14.28883191	5.001852251	9.584484231	12.07146939	14.27901409	17.97341226	12.03692926	2.829064864	13.62113412	5.694120892999999	11.65167763	13.50996003	7.769999362999999	3.0244384380000002	3.999708806	12.28648069	5.48433183	12.64113904	10.092471699999999	13.30196022	3.155118359	1.95712017	2.73504842	7.280690442	9.844278499	4.017743469	4.106865729
ALDH7A1	Alpha-aminoadipic semialdehyde dehydrogenase (Alpha-AASA dehydrogenase)	cellular aldehyde metabolic process; choline catabolic process; glycine betaine biosynthetic process from choline; lysine catabolic process; sensory perception of sound	cytosol; extracellular exosome; mitochondrial matrix; mitochondrion; nucleus	7.127673763	20.21739083	6.422489894	21.24336498	9.982976762	66.99755881	14.80253242	25.58360427	25.85568268	5.971914681	17.27908739	12.52714638	6.767968649	11.03563495	11.21895598	19.54196046	9.560449412	14.82364248	7.890707898	20.48181425	52.81935508	36.00690975	8.080964157	11.16304067	80.81002397	21.83038411	15.91492063	13.18982635	27.47658774	10.63708716	13.0362881	86.37433967	18.11261023	23.35407375	1.54656732	16.26119516	3.380237583	6.683669202999999	12.71074371	28.79520271	15.66554124	52.93903133	7.004380162	17.59902247	25.67155845	17.66362893	24.17211562	19.96189302	35.06679571	26.59800789
ALDH1A1	Retinal dehydrogenase 1 (RALDH 1) (RalDH1)	cellular aldehyde metabolic process; ethanol oxidation; fructose catabolic process to hydroxyacetone phosphate and glyceraldehyde-3-phosphate; negative regulation of cold-induced thermogenesis; oxidation-reduction process; retinoid metabolic process; retinol metabolic process	cytoplasm; cytosol; extracellular exosome	191.8010503	524.8226344	110.02822450000001	71.75010334	156.91343510000002	1660.615927	644.9391009999999	1226.979882	781.337709	214.10892760000002	584.6201068	279.65513389999995	224.6037086	10.60181757	222.68602310000003	739.0328724999999	307.6525745	275.86472200000003	235.5270327	297.5757524	415.7271832	402.4837251	81.86237203	10.68623963	1162.499054	165.7605595	192.3510254	99.28409328	354.92826360000004	159.3739664	219.9472145	644.6898645	183.01651840000002	393.78625739999995	38.96221438	438.02268710000004	113.63276850000001	142.8588383	157.24079780000002	614.2473681	802.9928083	574.398036	92.65411375	197.3065321	166.02229690000001	369.9319606	872.8783454	330.0163425	278.82424019999996	1210.431356
ALDH1A3	Aldehyde dehydrogenase family 1 member A3	embryonic camera-type eye development; embryonic eye morphogenesis; face development; Harderian gland development; inner ear morphogenesis; locomotory behavior; neuromuscular process controlling balance; nucleus accumbens development; olfactory pit development; optic cup morphogenesis involved in camera-type eye development; positive regulation of apoptotic process; protein homotetramerization; retinal metabolic process; retinoic acid biosynthetic process; retinoic acid metabolic process; retinol metabolic process; righting reflex	cytoplasm; cytosol; extracellular exosome; nucleus; plasma membrane	0.693684283	0.14541369	0.20876017300000002	0.011570731	0.35615582700000004	0.096408256	0.104911846	0.07301141900000001	0.573743992	0.474627352	0.204020715	0.57073151	0.35325715700000004	0.37554681700000003	0.247822405	0.0	0.02508742	2.396411173	0.035252973	0.0	0.004119215	0.09224496800000001	0.006454701	1.0234333979999999	0.08727097199999999	0.11535807099999999	0.033810225	0.154213459	0.10253775	0.13941379	0.121813697	1.636365043	0.975392945	0.056461542	1.805201975	1.007262314	0.62438718	0.027232861	0.266146607	0.12462145699999999	0.154389849	0.0	0.085274566	0.17724004399999999	0.24857503399999997	0.47777449	0.59498595	0.333887302	0.126558623	0.01386596
MDH1	Malate dehydrogenase, cytoplasmic	gluconeogenesis; malate metabolic process; NADH metabolic process; NAD metabolic process; oxaloacetate metabolic process; tricarboxylic acid cycle	cytosol; extracellular exosome; extracellular space	31.62299515	19.84783218	24.43950278	41.50384596	13.69549802	48.198297100000005	46.89153479	27.33083152	36.88326159	25.29016506	19.98290914	55.31203194	20.83122722	61.75339603	20.93100235	23.82311884	35.06318993	21.01452771	31.24786471	25.65120263	41.87263003	45.88498388	8.265126707	17.95964954	53.25154914	19.82083999	43.8604535	33.62147331	22.13869911	32.33559242	28.51055022	52.75984476	19.47715989	15.78456798	28.37783599	44.36395018	39.19925236	17.9418507	38.86081809	49.10617414	23.76928818	46.15411151	38.82915560000001	25.38495957	33.48483014	22.05690146	41.1523284	15.896209400000002	49.55549698	48.85461913
ME1	NADP-dependent malic enzyme (NADP-ME)	carbohydrate metabolic process; malate metabolic process; nucleotide biosynthetic process; pyruvate metabolic process; regulation of lipid metabolic process; regulation of NADP metabolic process; response to carbohydrate; response to hormone	cytosol; mitochondrion	2.799266106	9.57321215	22.97816197	1.3620751569999998	0.974238004	28.87108079	5.4901091	10.47099316	32.71074469	7.534970143	22.93335674	31.13093986	22.72215525	3.917410243	1.661376659	4.160671149	39.04084431	9.742496742	7.931561178	0.8068160529999999	0.938066498	5.385978743	20.61211345	3.8791900519999998	11.181475500000001	24.84662626	4.058201911	1.603872832	2.9901837589999998	8.247096574	1.877181236	1.218022994	2.265891208	0.598184996	2.4621399719999997	24.99215993	16.82641025	1.219028574	32.42989692	0.9266931159999999	1.767545144	8.122315797	0.46342782899999996	6.128600723	18.49095432	4.611540403	24.46689537	29.91048492	23.02836016	0.094968049
ME2	NAD-dependent malic enzyme, mitochondrial (NAD-ME)	malate metabolic process; pyruvate metabolic process; regulation of NADP metabolic process; tricarboxylic acid cycle	mitochondrial matrix; mitochondrion	1.800689711	0.547005512	2.767885526	1.5121955630000001	1.124570769	1.56369506	2.90430764	1.469785874	3.0460679230000003	1.9654622590000002	1.842396617	4.151186043	3.2093890430000003	4.167234022	0.83119876	1.349639785	5.01086054	4.129104098	4.194346945	2.507995261	1.6455107340000001	2.708725269	0.732158722	0.9490687859999999	1.413637585	2.358637023	2.913845587	0.947157259	2.2459783719999997	2.262275526	1.2390572359999998	3.063722588	1.934004534	0.726591841	5.050877659	3.170691667	5.348936845	0.551612833	1.8915510919999998	0.987753533	1.20743607	1.046545619	7.599668138999999	1.201893073	1.7442740069999998	0.8835996009999999	2.063939726	2.220426815	3.10174997	1.502299729
MDH2	Malate dehydrogenase, mitochondrial	aerobic respiration; gluconeogenesis; internal protein amino acid acetylation; malate metabolic process; NADH metabolic process; oxaloacetate metabolic process; tricarboxylic acid cycle	cytoplasm; extracellular exosome; membrane; mitochondrial matrix; mitochondrion; nucleus	50.68646843	78.54187808	117.46997140000002	53.33179075	40.19032684	65.21267008	76.95684773	65.99771482	130.1089153	68.72344815	32.03702385	70.25299942	70.74806529	75.64815990000001	155.78199019999997	122.3408061	67.39972747	43.66456589	80.85555953	106.13207240000001	35.28867879	59.53673176	96.73805685	49.80990287	70.05697926	40.14861671	43.86512056	148.56612769999998	110.5346246	72.0135224	87.18417483	62.6239108	53.41412443	81.90475869	95.52007653	113.2610689	44.44861594	61.13726065	90.88245091	30.05166017	81.18053062	110.12914380000001	35.30064581	72.0895684	117.7949669	57.06808043	80.19397441	94.24898099	155.82154409999998	102.15861540000002
ME3	NADP-dependent malic enzyme, mitochondrial (NADP-ME)	aerobic respiration; malate metabolic process; oxidation-reduction process; oxygen metabolic process; pyruvate metabolic process; tricarboxylic acid cycle	mitochondrial matrix; mitochondrion	1.996249133	1.9414214509999999	2.202378987	0.34367603700000005	0.35272911799999995	1.169912649	2.485000261	0.829198023	2.2852672469999997	1.86207654	3.234137656	2.414433008	4.743832997	11.6153105	1.0296687009999999	0.667018375	2.258360877	1.323387557	0.445344796	0.145525174	1.784137225	2.691322661	0.514485737	1.802252525	1.049980298	1.09152841	1.896610921	1.35717844	0.698752155	0.771028165	0.678660238	1.902301596	1.51837176	1.2047029120000001	2.388141746	1.242937551	0.888263158	0.18722617100000002	3.856351992	1.4672249169999998	1.160940864	0.745459522	1.5779726330000001	0.5812331239999999	1.684560859	0.805447846	1.199521439	2.235171215	0.9470205490000001	1.058296487
NNT	NAD(P) transhydrogenase, mitochondrial	cell redox homeostasis; cellular oxidant detoxification; NADPH regeneration; negative regulation of apoptotic process; negative regulation of protein phosphorylation; oxidation-reduction process; oxygen homeostasis; positive regulation of hydrogen peroxide catabolic process; positive regulation of mitochondrial membrane potential; proton transmembrane transport; reactive oxygen species metabolic process; response to vitamin; tricarboxylic acid cycle	integral component of membrane; membrane; mitochondrial inner membrane; mitochondrial respirasome; mitochondrion	8.596805344	13.50802459	3.8870149130000002	13.545581900000002	5.892717704	37.48112509	31.679892600000002	8.051087541000001	9.756579364	8.155010692000001	9.210403227	24.32635576	5.925242397000001	13.45661284	7.898238172	11.74919522	5.943724756	23.69320395	8.119462936	7.654747688	10.0150901	39.49964227	2.245784961	3.478225395	10.85805131	16.52166831	11.57187578	14.37051221	14.06266848	6.564259799999999	9.723513288	15.00268828	8.405649216	12.15934057	23.69623379	12.49371769	21.11511594	3.355379109	23.2378913	19.68192538	18.43544219	33.48169149	23.00684619	12.63535564	28.41857765	17.32236702	16.02612876	26.27625206	32.43793287	6.925953891
H6PD	GDH/6PGL endoplasmic bifunctional protein [Includes: Glucose 1-dehydrogenase]	glucose metabolic process; pentose-phosphate shunt	endoplasmic reticulum lumen	14.48668199	20.85598114	19.35445246	6.812255811	17.88593553	17.07846307	38.1453875	26.23392668	50.64916225	8.488291855	34.6852289	14.86159358	27.25578802	7.190882135	13.71025037	32.66294676	11.9422119	24.95238849	14.92973714	35.50722599	8.642146636	29.87692303	2.630061029	7.339675055	19.49808021	35.15501021	5.85813786	13.882318	32.60925698	51.33942448	50.57937311	13.70980656	9.812497414	20.9650682	10.53484283	11.63408273	9.976261547	9.622038735	12.13100002	18.01622528	39.1476114	24.36826888	10.10890649	35.31530528	11.17982877	25.60385044	34.2831402	28.85838624	33.51603999	18.23762506
IDH3G	Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial (Isocitric dehydrogenase subunit gamma) (NAD(+)-specific ICDH subunit gamma)	carbohydrate metabolic process; isocitrate metabolic process; tricarboxylic acid cycle	mitochondrial matrix; mitochondrion; nucleolus; nucleoplasm	18.90273077	9.904261172	14.90657656	17.06527818	19.05385874	9.357692922	15.07888173	19.20100337	15.37983285	44.63916156	22.39737461	13.60749968	40.16857064	28.26985175	25.90432468	12.980608300000002	17.648511499999998	11.07120747	11.42844022	15.14939624	20.87956941	8.472236911	19.70468834	14.47597636	12.58153387	10.27238787	23.9110442	23.52734961	14.14542608	36.74430213	15.47394257	11.53264119	11.23310757	24.08685846	12.16423153	15.48829325	18.79734035	15.43036602	24.24162621	12.23126802	26.8305484	10.63938932	8.262355011	9.993709538	9.916042673	11.42676707	18.71387387	21.2667705	14.26276835	8.557221561
IDH3B	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial (Isocitric dehydrogenase subunit beta) (NAD(+)-specific ICDH subunit beta)	isocitrate metabolic process; tricarboxylic acid cycle	mitochondrial matrix; mitochondrion; nucleus	16.49147234	27.81900316	30.82662469	19.13568135	16.40725533	39.28162102	30.29082802	28.463513899999995	29.531237400000002	18.95472294	19.98655915	13.31320945	26.2444075	31.55508014	19.01221792	32.53889662	35.07093198	18.35522089	23.11445812	52.52170905	45.00510379999999	26.22434972	28.95472682	53.71503676	28.31833591	15.98473248	24.75328904	47.23573653	22.35712915	25.08830135	20.97846962	23.77982322	17.99457626	25.85934767	27.45976485	22.95564772	27.383525	26.38317249	34.07661526	10.35999412	26.66260575	23.38841992	44.60947211	16.79366099	23.9167135	13.9138484	33.62702048	26.66854248	30.24792329	23.90585024
IDH1	Isocitrate dehydrogenase [NADP] cytoplasmic (IDH)	2-oxoglutarate metabolic process; female gonad development; glutathione metabolic process; glyoxylate cycle; isocitrate metabolic process; NADPH regeneration; NADP metabolic process; neutrophil degranulation; protein targeting to peroxisome; regulation of phospholipid biosynthetic process; regulation of phospholipid catabolic process; response to oxidative stress; response to steroid hormone; tricarboxylic acid cycle	cytoplasm; cytosol; extracellular exosome; extracellular region; ficolin-1-rich granule lumen; mitochondrion; peroxisomal matrix; peroxisome; secretory granule lumen; tertiary granule lumen	25.48467635	58.13240149	40.53662711	58.76865482	22.78115901	36.63345839	44.93373139	86.43660143	100.28076709999999	63.18853464	63.61401343	111.3801904	59.030707799999995	24.48004728	26.083092999999998	44.13662455	56.108656700000004	32.96013461	39.03664031	93.18962082	37.96320499	81.02169636	40.45265606	39.90169039	88.56789231	72.84682602	73.99760739	11.36157103	61.76182255	66.37668947	26.06312553	58.92140985	27.62362463	45.7503891	36.38836585	77.66127467	78.52254022	16.96168083	92.98213083	26.5637451	81.38537464	81.24587146	51.63519877	74.55903464	51.0086727	75.9567517	75.52432284	46.5007344	93.17592331	106.18406809999999
PGD	6-phosphogluconate dehydrogenase, decarboxylating	D-gluconate catabolic process; oxidation-reduction process; pentose biosynthetic process; pentose-phosphate shunt; pentose-phosphate shunt, oxidative branch	cytosol; extracellular exosome; nucleus	43.35886943	13.78531866	108.1618682	11.69209891	22.06928427	43.09987705	37.68744509	13.20893657	89.66811415	29.83794544	68.34377548	69.85267279	81.71028095	14.91480114	20.21472544	38.67516103	133.5407711	32.60327593	33.87677070000001	61.30698376	25.19497731	54.45850583	68.23246406	35.35618484	42.44096499	28.60417335	52.42012546	30.05525215	42.42183524	52.63354708	15.96357937	14.80252719	22.10089876	17.77265042	27.90286351	44.65351705	49.90087182	10.1072188	30.41878044	13.70585844	17.113935	24.22054946	31.15512464	14.96564891	22.42526615	23.10192376	41.4143922	29.86035435	20.6943736	9.208264632999999
G6PD	Glucose-6-phosphate 1-dehydrogenase (G6PD)	cellular response to oxidative stress; cholesterol biosynthetic process; erythrocyte maturation; glucose 6-phosphate metabolic process; glucose metabolic process; glutathione metabolic process; lipid metabolic process; NADPH regeneration; NADP metabolic process; negative regulation of cell growth involved in cardiac muscle cell development; negative regulation of protein glutathionylation; negative regulation of reactive oxygen species metabolic process; oxidation-reduction process; pentose biosynthetic process; pentose-phosphate shunt; pentose-phosphate shunt, oxidative branch; positive regulation of calcium ion transmembrane transport via high voltage-gated calcium channel; regulation of neuron apoptotic process; response to ethanol; response to food; response to iron(III) ion; response to organic cyclic compound; ribose phosphate biosynthetic process; substantia nigra development	cytoplasm; cytoplasmic side of plasma membrane; cytosol; extracellular exosome; membrane; nucleus	9.954939898	2.253712565	87.88128273	7.819340329	4.785517932	4.754460325	2.010204594	3.490920707	16.4450196	18.54583552	22.86858243	9.335482205	231.8642284	30.74416997	3.189905858	20.97086211	73.0353237	6.361798382000001	31.01851744	9.827411006	5.147536671	3.713236765	32.04323024	7.133037373	2.791178183	1.8026992419999999	15.19549112	3.43984574	2.4733465530000003	28.42846743	2.7444313389999997	3.1888363539999998	2.618635219	2.6414799369999997	23.64948313	18.95374144	18.05487328	8.330731722000001	19.68555637	2.371581407	4.277636761	2.933667939	4.061943026000001	1.2756838990000001	0.840532762	1.259186492	2.8428425460000004	3.07161946	1.369059214	1.812586459
IDH3A	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	carbohydrate metabolic process; isocitrate metabolic process; tricarboxylic acid cycle	mitochondrial matrix; mitochondrion; nucleus	3.262915417	1.501808307	1.761073278	1.415004551	0.21649939	1.115026525	2.5177748909999997	2.892745084	1.345482796	0.370477916	0.596294737	2.754330286	1.4560670359999999	2.329502374	0.227115615	0.219245025	2.7069108330000002	2.259182277	0.914350241	1.8696191480000002	0.37933191	2.641927218	0.11997127199999999	0.55425989	1.63732972	1.4253526440000002	2.653641448	0.530798471	0.97186674	0.626911806	1.1647997159999999	2.420364469	1.9131651930000002	0.643969008	2.49962504	1.5461088980000002	3.0296304160000003	0.088743684	3.2560497410000004	1.477014421	1.6828791280000002	1.251986608	0.864528324	1.0606643999999998	1.978224115	1.090497173	3.135589888	3.347562556	4.0317708230000004	1.443827631
IDH2	Isocitrate dehydrogenase [NADP], mitochondrial (IDH)	2-oxoglutarate metabolic process; carbohydrate metabolic process; glyoxylate cycle; isocitrate metabolic process; NADP biosynthetic process; NADP metabolic process; negative regulation of glial cell migration; negative regulation of glial cell proliferation; negative regulation of matrix metallopeptidase secretion; tricarboxylic acid cycle	cytosol; extracellular exosome; mitochondrial matrix; mitochondrion; peroxisome	92.07867557	66.68433525	93.8979247	66.79219309999999	180.3001226	75.13817451	160.12998149999999	25.20082987	107.5781736	110.6240769	78.67456397	118.0101625	121.5483841	83.3659358	88.78483265	24.34046166	103.29952800000001	39.11333879	35.20770747	88.53116872	116.97100859999999	108.6635106	24.77149028	147.5208565	109.48489550000001	152.5307339	110.5656793	221.3760441	114.7244247	101.62711999999999	63.92464781	63.17030848	108.86846670000001	174.38448169999998	96.32535503	85.38238132	91.69882364	30.83433404	48.48124318	73.20960542	48.04225587	50.64676992	59.50839744	191.3080574	104.0198412	154.2153295	57.79508294	144.37829490000001	202.1917511	19.93036681
MTH1	7,8-dihydro-8-oxoguanine triphosphatase	aging; dATP catabolic process; dGTP catabolic process; DNA protection; DNA repair; male gonad development; nucleobase-containing small molecule catabolic process; purine nucleotide catabolic process; response to cadmium ion; response to oxidative stress	acrosomal vesicle; cytoplasm; cytosol; extracellular space; mitochondrial matrix; mitochondrion; nuclear membrane; nucleus; plasma membrane	3.5571785360000003	1.235785959	5.3102921389999995	4.020577508	7.0550255360000005	4.006404161	5.433830864	6.8458408760000005	5.360472943	17.81256072	4.4403017810000005	5.888131332	11.72975994	13.65448451	3.996361295	10.65686804	13.26378814	3.545863916	3.9762725530000003	10.01282966	5.861667917	4.994520733	11.89076168	21.15584668	5.3943890329999995	1.630417957	8.606109316	8.710452931	1.88222052	12.57590038	2.267550626	3.2539708660000004	1.7146168659999999	1.605734688	6.875503465	4.894204465	5.9103482089999995	12.92823884	6.048191175	3.770622869	1.970233335	1.7919381719999998	6.277939766	0.970783717	2.022681415	0.818180438	1.6408308169999999	3.055693713	1.072594393	1.883273021
PCYOX1	Prenylcysteine oxidase 1	prenylated protein catabolic process; prenylcysteine catabolic process	extracellular exosome; lysosome; plasma membrane; very-low-density lipoprotein particle	12.4290261	32.75838434	9.80723857	15.22317129	13.12005434	25.44855135	22.68882649	31.21240349	23.20941858	15.13742396	26.97452764	16.08109354	11.42426825	19.60083662	8.223336011	12.29483451	18.83622621	22.31232165	26.09191052	22.27731609	14.56539675	35.97357647	1.9358164619999998	20.43658759	31.33097909	41.97462605	13.80696473	17.12957443	12.08650193	16.18944608	7.831979313	34.3724657	11.4812603	20.18112489	28.97575852	18.44478943	20.30502853	13.64540897	19.3459112	22.79610745	43.71003585	21.77922264	30.36131775	20.69586999	30.97559547	22.98979325	21.62797239	32.86035757	47.08904596	29.583385600000003
TKTL1	Transketolase-like protein 1	glucose catabolic process; thiamine metabolic process	cytoplasm; nucleus	0.041507027	0.051622062999999996	0.275927083	0.009148803	0.006868465	0.010514283000000001	0.025922567	0.019906562	0.054987967	0.293697935	0.017439579	0.051944610999999995	2.742366543	0.039070949	0.019927062	0.544684367	0.06800998400000001	0.081061228	0.016724397	0.179633015	0.058626015999999996	0.0	0.010207269	17.78886134	0.0047588859999999995	0.030403963	0.18713264899999998	0.081289505	0.0050671909999999995	1.536141594	0.035024093	0.026875206000000002	0.036080866	0.0055804109999999995	0.016359266	0.011669262	0.5470658079999999	0.0	0.004046887	0.011261292	0.01914882	0.004061429	197.79655590000002	0.007785613	0.0048529509999999994	0.0121861	0.005085907	0.009345121	0.122034141	0.005481803
PGM1	Phosphoglucomutase-1 (PGM 1)	galactose catabolic process; gluconeogenesis; glucose metabolic process; glycogen biosynthetic process; glycogen catabolic process; glycolytic process; neutrophil degranulation	actin cytoskeleton; cytoplasm; cytosol; extracellular exosome; extracellular region; ficolin-1-rich granule lumen; tertiary granule lumen	14.46214703	42.29515312	25.35863137	36.18541602	9.770516729	50.13892878	50.62607697	41.93966976	36.93188161	5.948260853	22.03782883	33.90393939	40.01357451	14.67233531	22.89898737	47.64323525	35.23258036	24.65009512	15.04459651	54.46916134	31.43212905	79.08027166	20.80535987	8.221498217999999	40.66432896	41.13381131	43.67792373	22.39204554	56.61173435	30.1911882	31.15072989	48.98557705	39.16240537	71.89234318	10.47503031	37.20361881	49.12690542	26.28768742	36.21998281	17.74293701	33.95971815	46.93368464	16.79576255	51.09241823	42.4858695	42.58699194	24.718131200000002	47.14893262	51.5603497	53.925326899999995
